-280,-280,-280,-280,-280,-280,-250,-260,-270,-240,-250,-260,-270,-280,-280,-250,-230,-240,-250,-260,-270,-280,-280,-280,-280,-280,-280,-280,-280,-280,-280,-280,-250,-260,-270,-250,-260,-270,-280,-280,-280,-280,-280,-280,-280,-280,-210,890,1680,2030,2720,3210,3920,4050,4160,4150,4360,4630,4660,4650,4640,4630,4660,4650,4980,5290,5460,5450,5440,5430,5460,6010,6280,6410,6520,6510,6500,6490,6480,6470,6460
-290,-290,-290,-290,-290,-290,-260,-270,-280,-250,-260,-270,-280,-290,-200,-210,-220,-230,-240,-250,-260,-270,-280,-290,-290,-290,-290,-290,-290,-290,-290,-290,-260,-270,-280,-260,-270,-280,-290,-290,-290,-290,-290,-290,-290,-290,-220,880,1670,2020,2710,3200,3910,4040,4150,4140,4350,4620,4650,4640,4630,4620,4650,4640,4970,5280,5450,5440,5430,5420,5450,6000,6270,6400,6690,6900,6890,6880,6870,6860,6850
-300,-300,-300,-300,-300,-300,-270,-280,-290,-260,-270,-280,-290,-300,-210,-220,-230,-240,-250,-260,-270,-280,-290,-300,-300,-300,-300,-300,-300,-300,-300,-300,-270,-280,-290,-270,-280,-290,-300,-300,-300,-300,-300,-300,-300,-300,-230,870,1660,2010,2700,3190,3900,4030,4140,4130,4340,4610,4640,4630,4620,4610,4640,4630,4960,5270,5440,5430,5420,5410,5440,5990,6260,6390,6680,7170,7380,7370,7360,7350,7340
-310,-310,-310,-310,-310,-310,-280,-290,-300,-270,-280,-290,-300,-310,-220,-230,-240,-250,-260,-270,-280,-290,-300,-310,-310,-310,-310,-310,-310,-310,-310,-310,-280,-290,-300,-280,-290,-300,-310,-310,-310,-310,-310,-310,-310,-310,-240,860,1650,2000,2690,3180,3890,4020,4130,4120,4330,4600,4630,4620,4610,4600,4630,4620,4950,5260,5430,5420,5410,5400,5430,5980,6250,6380,6670,7160,7370,7360,7350,7340,7330
-320,-320,-320,-320,-320,-320,-290,-300,-310,-280,-290,-300,-310,-320,-230,-240,-250,-260,-270,-280,-290,-300,-310,-320,-320,-320,-320,-320,-320,-320,-320,-320,-290,-300,-310,-290,-300,-310,-320,-270,-280,-290,-300,-310,-320,-320,-250,850,1640,1990,2680,3170,3880,4010,4120,4110,4320,4590,4620,4610,4600,4590,4620,4610,4940,5250,5420,5410,5400,5390,5420,5970,6240,6370,6660,7150,7360,7390,7380,7370,7360
-330,-330,-330,-330,-330,-330,-300,-310,-320,-290,-300,-310,-320,-330,-240,-250,-260,-270,-280,-290,-300,-310,-320,-330,-330,-330,-330,-330,-330,-330,-330,-330,-300,-310,-320,-300,-310,-320,-330,-280,-290,-300,-310,-320,-330,-330,-260,840,1630,1980,2670,3160,3870,4000,4110,4100,4310,4580,4610,4600,4590,4580,4610,4600,4930,5240,5410,5400,5390,5380,5410,5960,6230,6360,6650,7140,7350,7380,7370,7360,7350
-340,-340,-340,-340,-340,-340,-310,-320,-330,-300,-310,-320,-330,-340,-250,-260,-270,-280,-290,-300,-310,-320,-330,-340,-340,-340,-340,-340,-340,-340,-340,-340,-310,-320,-330,-310,-320,-330,-340,-290,-300,-310,-320,-330,-340,-340,-270,830,1620,1970,2660,3150,3860,3990,4100,4090,4300,4570,4600,4590,4580,4570,4600,4590,4920,5230,5400,5390,5380,5370,5400,5950,6220,6350,6640,7130,7340,7370,7360,7350,7340
-350,-350,-350,-350,-350,-350,-320,-170,-180,-190,-200,-210,-220,-230,-240,-250,-260,-270,-240,-250,-260,-270,-280,-290,-300,-310,-320,-330,-340,-350,-350,-350,-320,-330,-340,-320,-330,-340,-350,-300,-310,-320,-330,-340,-350,-350,-280,820,1610,1960,2650,3140,3850,3980,4090,4080,4290,4560,4590,4580,4570,4560,4590,4580,4910,5220,5390,5380,5370,5360,5390,5940,6210,6340,6630,7120,7330,8520,8510,8500,8490
-360,-360,-360,-360,-360,-360,-330,-180,-190,-200,-210,-220,-230,-240,-250,-260,-270,-280,-250,-260,-270,-280,-290,-300,-310,-320,-330,-340,-350,-360,-360,-360,-330,-340,-350,-330,-340,-350,-360,-310,-320,-330,-340,-350,-360,-360,-290,810,1600,1950,2640,3130,3840,3970,4080,4070,4280,4550,4580,4570,4560,4550,4580,4650,4900,5210,5380,5370,5360,5350,5380,5930,6200,6330,6620,7110,7320,8510,9520,9510,9500
-370,-370,-370,-370,-370,-370,-340,-190,-200,-210,-220,-230,-240,-250,-260,-270,-280,-290,-260,-270,-280,-290,-300,-310,-320,-330,-340,-350,-360,-370,-370,-370,-340,-350,-360,-340,-350,-360,-370,-320,-330,-340,-350,-360,-370,-370,-300,800,1590,1940,2630,3120,3830,3960,4070,4060,4270,4540,4570,4560,4550,4540,4570,4640,4890,5200,5370,5360,5350,5340,5370,5920,6190,6320,6610,7100,7310,8500,9510,9500,9490
